"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"3330",493133,"Hiroki Kuroda","3330","100.00","0.249","0.157","0.284","0.406","0.305","null","null","205","822","null","null","null","88.3","null","347","1499","1803","null","null","null","null","null","null","null","null","null"
"3316",430935,"Cole Hamels","3316","100.00","0.237","0.140","0.293","0.377","0.288","null","null","190","802","null","null","null","87.7","null","458","1626","1650","null","null","null","null","null","null","null","null","null"
"3299",453311,"Tim Lincecum","3299","100.00","0.257","0.170","0.316","0.426","0.332","null","null","183","713","null","null","null","86.9","null","403","1457","1809","null","null","null","null","null","null","null","null","null"
"3278",453286,"Max Scherzer","3278","100.00","0.250","0.159","0.337","0.409","0.315","null","null","179","716","null","null","null","91.4","null","443","1558","1690","null","null","null","null","null","null","null","null","null"
"3271",502009,"Mat Latos","3271","100.00","0.230","0.160","0.270","0.390","0.295","null","null","179","777","null","null","null","89.0","null","357","1527","1686","null","null","null","null","null","null","null","null","null"
"3269",518516,"Madison Bumgarner","3269","100.00","0.234","0.152","0.280","0.386","0.291","null","null","183","782","null","null","null","88.1","null","331","1546","1687","null","null","null","null","null","null","null","null","null"
"3247",457448,"Matt Harrison","3247","100.00","0.258","0.148","0.285","0.406","0.313","null","null","210","813","null","null","null","88.9","null","272","1446","1794","null","null","null","null","null","null","null","null","null"
"3221",450172,"Edinson Volquez","3221","100.00","0.236","0.127","0.295","0.362","0.317","null","null","160","679","null","null","null","88.0","null","353","1298","1868","null","null","null","null","null","null","null","null","null"
"3219",461833,"Phil Hughes","3219","100.00","0.259","0.202","0.286","0.460","0.329","null","null","196","758","null","null","null","88.1","null","315","1574","1636","null","null","null","null","null","null","null","null","null"
"3205",434643,"Wandy Rodriguez","3205","100.00","0.255","0.137","0.283","0.391","0.303","null","null","205","805","null","null","null","85.1","null","255","1481","1687","null","null","null","null","null","null","null","null","null"
"3198",461829,"Gio Gonzalez","3198","100.00","0.206","0.094","0.271","0.299","0.262","null","null","149","725","null","null","null","90.2","null","334","1380","1781","null","null","null","null","null","null","null","null","null"
"3193",136600,"Bruce Chen","3193","100.00","0.281","0.204","0.305","0.486","0.349","null","null","215","764","null","null","null","82.3","null","267","1561","1603","null","null","null","null","null","null","null","null","null"
"3188",449173,"Lucas Harrell","3188","100.00","0.253","0.110","0.293","0.363","0.303","null","null","185","730","null","null","null","90.9","null","218","1345","1812","null","null","null","null","null","null","null","null","null"
"3172",502239,"Trevor Cahill","3172","100.00","0.250","0.130","0.295","0.380","0.309","null","null","184","736","null","null","null","87.1","null","313","1327","1797","null","null","null","null","null","null","null","null","null"
"3166",506433,"Yu Darvish","3166","100.00","0.220","0.126","0.296","0.346","0.296","null","null","156","708","null","null","null","88.2","null","409","1403","1729","null","null","null","null","null","null","null","null","null"
"3166",453385,"Clayton Richard","3166","100.00","0.267","0.168","0.273","0.435","0.319","null","null","228","853","null","null","null","88.8","null","217","1472","1651","null","null","null","null","null","null","null","null","null"
"3145",435178,"Josh Johnson","3145","100.00","0.252","0.111","0.306","0.363","0.299","null","null","180","713","null","null","null","89.3","null","318","1374","1712","null","null","null","null","null","null","null","null","null"
"3137",612672,"Wei-Yin Chen","3137","100.00","0.250","0.174","0.276","0.424","0.315","null","null","186","743","null","null","null","87.8","null","320","1537","1579","null","null","null","null","null","null","null","null","null"
"3127",346798,"Kyle Lohse","3127","100.00","0.239","0.129","0.267","0.368","0.277","null","null","192","804","null","null","null","86.2","null","241","1427","1672","null","null","null","null","null","null","null","null","null"
"3123",434622,"Ubaldo Jimenez","3123","100.00","0.273","0.179","0.310","0.452","0.358","null","null","190","697","null","null","null","88.7","null","247","1273","1819","null","null","null","null","null","null","null","null","null"
"3099",424324,"Cliff Lee","3099","100.00","0.255","0.156","0.310","0.411","0.297","null","null","207","812","null","null","null","88.5","null","309","1509","1570","null","null","null","null","null","null","null","null","null"
"3096",421685,"Aaron Harang","3096","100.00","0.246","0.136","0.282","0.382","0.312","null","null","167","678","null","null","null","86.6","null","264","1361","1670","null","null","null","null","null","null","null","null","null"
"3092",425794,"Adam Wainwright","3092","100.00","0.258","0.133","0.320","0.391","0.304","null","null","196","759","null","null","null","85.2","null","282","1401","1658","null","null","null","null","null","null","null","null","null"
"3089",519455,"Jordan Zimmermann","3089","100.00","0.251","0.137","0.292","0.388","0.298","null","null","186","742","null","null","null","90.7","null","287","1502","1561","null","null","null","null","null","null","null","null","null"
"3084",460069,"Ricky Romero","3084","100.00","0.282","0.158","0.315","0.440","0.360","null","null","198","703","null","null","null","88.2","null","271","1337","1715","null","null","null","null","null","null","null","null","null"
"3066",217096,"Barry Zito","3066","100.00","0.263","0.163","0.288","0.426","0.327","null","null","186","707","null","null","null","79.4","null","237","1303","1718","null","null","null","null","null","null","null","null","null"
"3061",279824,"Mark Buehrle","3061","100.00","0.258","0.156","0.276","0.414","0.303","null","null","197","763","null","null","null","81.1","null","233","1366","1661","null","null","null","null","null","null","null","null","null"
"3057",434671,"Anibal Sanchez","3057","100.00","0.265","0.140","0.313","0.405","0.311","null","null","200","755","null","null","null","88.1","null","328","1447","1568","null","null","null","null","null","null","null","null","null"
"3056",285064,"Ryan Vogelsong","3056","100.00","0.242","0.137","0.287","0.379","0.302","null","null","171","707","null","null","null","87.3","null","248","1335","1676","null","null","null","null","null","null","null","null","null"
"3042",150359,"A.J. Burnett","3042","100.00","0.246","0.115","0.296","0.361","0.296","null","null","189","767","null","null","null","89.0","null","314","1360","1649","null","null","null","null","null","null","null","null","null"
"3033",543548,"Tommy Milone","3033","100.00","0.278","0.146","0.312","0.424","0.321","null","null","207","745","null","null","null","84.7","null","285","1427","1587","null","null","null","null","null","null","null","null","null"
"3029",477003,"Jonathon Niese","3029","100.00","0.241","0.131","0.276","0.372","0.289","null","null","174","723","null","null","null","86.7","null","256","1415","1595","null","null","null","null","null","null","null","null","null"
"3028",282332,"CC Sabathia","3028","100.00","0.238","0.143","0.290","0.381","0.290","null","null","184","774","null","null","null","88.2","null","371","1450","1541","null","null","null","null","null","null","null","null","null"
"3023",519043,"Matt Moore","3023","100.00","0.238","0.142","0.295","0.380","0.313","null","null","158","663","null","null","null","91.3","null","381","1398","1594","null","null","null","null","null","null","null","null","null"
"3019",519242,"Chris Sale","3019","100.00","0.235","0.135","0.294","0.370","0.291","null","null","167","711","null","null","null","87.2","null","334","1361","1623","null","null","null","null","null","null","null","null","null"
"3007",460024,"Luke Hochevar","3007","100.00","0.281","0.191","0.318","0.471","0.354","null","null","202","719","null","null","null","88.5","null","283","1332","1634","null","null","null","null","null","null","null","null","null"
"3002",489119,"Wade Miley","3002","100.00","0.255","0.140","0.297","0.395","0.296","null","null","193","757","null","null","null","88.7","null","281","1470","1512","null","null","null","null","null","null","null","null","null"
"3002",458681,"Lance Lynn","3002","100.00","0.253","0.148","0.323","0.401","0.320","null","null","168","663","null","null","null","90.0","null","320","1344","1613","null","null","null","null","null","null","null","null","null"
"2994",476451,"Jeremy Hellickson","2994","100.00","0.244","0.158","0.264","0.402","0.309","null","null","163","669","null","null","null","86.7","null","283","1348","1622","null","null","null","null","null","null","null","null","null"
"2976",425626,"Chris Capuano","2976","100.00","0.254","0.157","0.292","0.410","0.306","null","null","188","741","null","null","null","84.2","null","353","1385","1547","null","null","null","null","null","null","null","null","null"
"2972",445060,"Ricky Nolasco","2972","100.00","0.285","0.138","0.319","0.423","0.323","null","null","214","751","null","null","null","84.8","null","272","1393","1512","null","null","null","null","null","null","null","null","null"
"2971",430904,"Paul Maholm","2971","100.00","0.250","0.153","0.285","0.404","0.311","null","null","178","711","null","null","null","83.1","null","233","1276","1654","null","null","null","null","null","null","null","null","null"
"2968",429719,"Edwin Jackson","2968","100.00","0.243","0.178","0.283","0.421","0.308","null","null","173","713","null","null","null","90.6","null","390","1390","1544","null","null","null","null","null","null","null","null","null"
"2958",276520,"Bronson Arroyo","2958","100.00","0.267","0.153","0.289","0.421","0.311","null","null","209","782","null","null","null","80.7","null","210","1331","1598","null","null","null","null","null","null","null","null","null"
"2927",430599,"Joe Blanton","2927","100.00","0.273","0.180","0.314","0.453","0.324","null","null","207","757","null","null","null","86.9","null","302","1333","1554","null","null","null","null","null","null","null","null","null"
"2922",425386,"Jeremy Guthrie","2922","100.00","0.288","0.194","0.298","0.483","0.351","null","null","206","715","null","null","null","89.1","null","200","1300","1591","null","null","null","null","null","null","null","null","null"
"2916",462102,"Tommy Hanson","2916","100.00","0.271","0.193","0.319","0.464","0.348","null","null","183","675","null","null","null","84.9","null","289","1277","1604","null","null","null","null","null","null","null","null","null"
"2901",453329,"Clay Buchholz","2901","100.00","0.263","0.163","0.286","0.426","0.328","null","null","187","711","null","null","null","87.7","null","258","1340","1528","null","null","null","null","null","null","null","null","null"
"2867",467094,"Felix Doubront","2867","100.00","0.259","0.179","0.314","0.438","0.338","null","null","162","625","null","null","null","89.3","null","291","1266","1586","null","null","null","null","null","null","null","null","null"
"2865",506693,"Henderson Alvarez","2865","100.00","0.290","0.183","0.292","0.473","0.351","null","null","216","744","null","null","null","91.6","null","162","1307","1537","null","null","null","null","null","null","null","null","null"
"2863",501985,"Mike Minor","2863","100.00","0.232","0.175","0.256","0.407","0.302","null","null","151","651","null","null","null","87.3","null","253","1222","1597","null","null","null","null","null","null","null","null","null"
"2859",450308,"Jered Weaver","2859","100.00","0.214","0.125","0.241","0.340","0.268","null","null","147","686","null","null","null","84.5","null","266","1250","1590","null","null","null","null","null","null","null","null","null"
"2859",429722,"Ervin Santana","2859","100.00","0.239","0.226","0.242","0.465","0.333","null","null","165","690","null","null","null","88.6","null","255","1278","1550","null","null","null","null","null","null","null","null","null"
"2849",429717,"Dan Haren","2849","100.00","0.275","0.188","0.306","0.463","0.330","null","null","190","691","null","null","null","85.9","null","274","1296","1529","null","null","null","null","null","null","null","null","null"
"2830",519105,"Jarrod Parker","2830","100.00","0.248","0.110","0.294","0.358","0.296","null","null","166","670","null","null","null","88.9","null","310","1291","1507","null","null","null","null","null","null","null","null","null"
"2828",519144,"Rick Porcello","2828","100.00","0.310","0.144","0.345","0.455","0.352","null","null","226","728","null","null","null","89.8","null","230","1316","1475","null","null","null","null","null","null","null","null","null"
"2819",502032,"Bud Norris","2819","100.00","0.254","0.169","0.306","0.423","0.327","null","null","165","650","null","null","null","89.1","null","317","1269","1517","null","null","null","null","null","null","null","null","null"
"2802",457428,"James McDonald","2802","100.00","0.233","0.171","0.272","0.404","0.312","null","null","147","631","null","null","null","87.0","null","264","1232","1525","null","null","null","null","null","null","null","null","null"
"2767",502188,"Jeff Samardzija","2767","100.00","0.240","0.156","0.299","0.396","0.304","null","null","157","654","null","null","null","91.6","null","362","1335","1396","null","null","null","null","null","null","null","null","null"
"2758",425856,"Gavin Floyd","2758","100.00","0.259","0.159","0.301","0.418","0.332","null","null","166","641","null","null","null","87.7","null","285","1226","1494","null","null","null","null","null","null","null","null","null"
"2756",502706,"Derek Holland","2756","100.00","0.243","0.203","0.264","0.446","0.319","null","null","162","666","null","null","null","89.5","null","241","1238","1509","null","null","null","null","null","null","null","null","null"
"2749",133225,"Ryan Dempster","2749","100.00","0.237","0.147","0.280","0.384","0.295","null","null","155","654","null","null","null","87.3","null","312","1264","1474","null","null","null","null","null","null","null","null","null"
"2715",434538,"Francisco Liriano","2715","100.00","0.244","0.153","0.303","0.397","0.327","null","null","143","587","null","null","null","89.8","null","372","1185","1498","null","null","null","null","null","null","null","null","null"
"2714",502190,"Mike Leake","2714","100.00","0.287","0.191","0.310","0.479","0.343","null","null","201","700","null","null","null","87.2","null","199","1205","1467","null","null","null","null","null","null","null","null","null"
"2710",150116,"Randy Wolf","2710","100.00","0.313","0.196","0.344","0.510","0.375","null","null","196","626","null","null","null","82.8","null","204","1195","1499","null","null","null","null","null","null","null","null","null"
"2709",434578,"Joe Saunders","2709","100.00","0.281","0.154","0.309","0.435","0.326","null","null","195","694","null","null","null","86.0","null","202","1221","1458","null","null","null","null","null","null","null","null","null"
"2691",467100,"Ivan Nova","2691","100.00","0.288","0.223","0.333","0.511","0.367","null","null","194","673","null","null","null","88.8","null","260","1190","1467","null","null","null","null","null","null","null","null","null"
"2678",150414,"Jake Westbrook","2678","100.00","0.282","0.109","0.317","0.391","0.320","null","null","191","678","null","null","null","88.5","null","218","1238","1409","null","null","null","null","null","null","null","null","null"
"2630",277417,"Josh Beckett","2630","100.00","0.264","0.159","0.297","0.423","0.321","null","null","174","660","null","null","null","88.0","null","251","1251","1345","null","null","null","null","null","null","null","null","null"
"2623",218596,"Tim Hudson","2623","100.00","0.248","0.114","0.275","0.361","0.292","null","null","168","678","null","null","null","86.2","null","206","1206","1374","null","null","null","null","null","null","null","null","null"
"2607",544931,"Stephen Strasburg","2607","100.00","0.230","0.129","0.316","0.359","0.285","null","null","136","591","null","null","null","92.3","null","314","1145","1438","null","null","null","null","null","null","null","null","null"
"2596",119154,"Kevin Millwood","2596","100.00","0.271","0.126","0.308","0.397","0.320","null","null","168","620","null","null","null","87.9","null","192","1143","1428","null","null","null","null","null","null","null","null","null"
"2565",429781,"Kevin Correia","2565","100.00","0.267","0.150","0.281","0.418","0.314","null","null","176","658","null","null","null","87.9","null","169","1214","1319","null","null","null","null","null","null","null","null","null"
"2541",446321,"Ross Detwiler","2541","100.00","0.241","0.136","0.267","0.377","0.298","null","null","149","618","null","null","null","91.0","null","200","1194","1327","null","null","null","null","null","null","null","null","null"
"2538",457918,"J.A. Happ","2538","100.00","0.264","0.191","0.322","0.455","0.336","null","null","147","556","null","null","null","87.8","null","268","1167","1349","null","null","null","null","null","null","null","null","null"
"2532",434669,"Luis Mendoza","2532","100.00","0.278","0.133","0.311","0.411","0.335","null","null","176","632","null","null","null","89.4","null","189","1110","1388","null","null","null","null","null","null","null","null","null"
"2520",539438,"Scott Diamond","2520","100.00","0.274","0.149","0.293","0.423","0.316","null","null","184","671","null","null","null","86.9","null","184","1174","1323","null","null","null","null","null","null","null","null","null"
"2517",450729,"Doug Fister","2517","100.00","0.249","0.136","0.297","0.385","0.300","null","null","156","626","null","null","null","85.2","null","213","1074","1414","null","null","null","null","null","null","null","null","null"
"2511",452718,"Kyle Kendrick","2511","100.00","0.254","0.162","0.283","0.416","0.316","null","null","154","606","null","null","null","87.2","null","248","1171","1311","null","null","null","null","null","null","null","null","null"
"2499",475243,"Travis Wood","2499","100.00","0.232","0.209","0.249","0.441","0.318","null","null","133","574","null","null","null","86.8","null","197","1136","1330","null","null","null","null","null","null","null","null","null"
"2388",136880,"Roy Halladay","2388","100.00","0.261","0.146","0.304","0.407","0.309","null","null","155","594","null","null","null","85.8","null","278","1138","1233","null","null","null","null","null","null","null","null","null"
"2381",451532,"Chad Billingsley","2381","100.00","0.257","0.153","0.312","0.410","0.314","null","null","148","575","null","null","null","88.1","null","217","1066","1276","null","null","null","null","null","null","null","null","null"
"2364",543475,"Jordan Lyles","2364","100.00","0.279","0.161","0.305","0.440","0.333","null","null","159","570","null","null","null","88.5","null","180","1069","1259","null","null","null","null","null","null","null","null","null"
"2338",117955,"Derek Lowe","2338","100.00","0.311","0.118","0.328","0.429","0.350","null","null","180","578","null","null","null","86.7","null","157","1010","1297","null","null","null","null","null","null","null","null","null"
"2303",518444,"Blake Beavan","2303","100.00","0.281","0.194","0.283","0.475","0.340","null","null","168","598","null","null","null","86.6","null","158","1121","1167","null","null","null","null","null","null","null","null","null"
"2294",407296,"Carlos Zambrano","2294","100.00","0.251","0.108","0.289","0.358","0.320","null","null","123","491","null","null","null","87.2","null","188","934","1329","null","null","null","null","null","null","null","null","null"
"2246",462136,"Marco Estrada","2246","100.00","0.247","0.172","0.304","0.419","0.300","null","null","129","523","null","null","null","86.1","null","258","1085","1153","null","null","null","null","null","null","null","null","null"
"2192",474699,"Vance Worley","2192","100.00","0.296","0.152","0.351","0.447","0.346","null","null","154","521","null","null","null","87.6","null","130","878","1277","null","null","null","null","null","null","null","null","null"
"2169",502171,"Alex Cobb","2169","100.00","0.254","0.119","0.298","0.374","0.304","null","null","130","511","null","null","null","86.8","null","185","945","1206","null","null","null","null","null","null","null","null","null"
"2168",500779,"Jose Quintana","2168","100.00","0.275","0.147","0.303","0.422","0.329","null","null","142","517","null","null","null","88.0","null","191","991","1151","null","null","null","null","null","null","null","null","null"
"2152",571666,"Mike Fiers","2152","100.00","0.254","0.136","0.323","0.389","0.303","null","null","125","493","null","null","null","84.0","null","198","966","1171","null","null","null","null","null","null","null","null","null"
"2141",112526,"Bartolo Colon","2141","100.00","0.266","0.134","0.287","0.400","0.300","null","null","161","605","null","null","null","89.9","null","115","1020","1106","null","null","null","null","null","null","null","null","null"
"2134",407853,"Erik Bedard","2134","100.00","0.263","0.155","0.319","0.418","0.332","null","null","129","491","null","null","null","84.6","null","195","918","1198","null","null","null","null","null","null","null","null","null"
"2119",502083,"Zach McAllister","2119","100.00","0.268","0.181","0.306","0.449","0.330","null","null","133","497","null","null","null","89.7","null","199","1006","1104","null","null","null","null","null","null","null","null","null"
"2106",444857,"Scott Feldman","2106","100.00","0.279","0.145","0.318","0.424","0.325","null","null","139","498","null","null","null","87.5","null","175","933","1151","null","null","null","null","null","null","null","null","null"
"2079",488984,"Tommy Hunter","2079","100.00","0.302","0.225","0.300","0.527","0.367","null","null","161","533","null","null","null","89.0","null","150","1015","1043","null","null","null","null","null","null","null","null","null"
"2069",451788,"Shaun Marcum","2069","100.00","0.245","0.167","0.285","0.411","0.312","null","null","116","474","null","null","null","82.5","null","234","938","1115","null","null","null","null","null","null","null","null","null"
"2065",543135,"Nathan Eovaldi","2065","100.00","0.284","0.139","0.318","0.422","0.338","null","null","133","469","null","null","null","90.4","null","177","946","1094","null","null","null","null","null","null","null","null","null"
"2046",150302,"Jason Marquis","2046","100.00","0.289","0.208","0.311","0.497","0.359","null","null","146","505","null","null","null","86.1","null","168","843","1169","null","null","null","null","null","null","null","null","null"
"2035",425532,"Jerome Williams","2035","100.00","0.263","0.167","0.293","0.430","0.323","null","null","139","528","null","null","null","89.2","null","199","955","1062","null","null","null","null","null","null","null","null","null"
"2014",453646,"Carlos Villanueva","2014","100.00","0.242","0.204","0.277","0.446","0.327","null","null","113","466","null","null","null","84.3","null","226","889","1100","null","null","null","null","null","null","null","null","null"
"1970",453344,"Brandon Morrow","1970","100.00","0.214","0.140","0.253","0.354","0.280","null","null","98","457","null","null","null","90.7","null","194","882","1081","null","null","null","null","null","null","null","null","null"
"1956",453562,"Jake Arrieta","1956","100.00","0.272","0.163","0.323","0.434","0.331","null","null","122","449","null","null","null","90.1","null","171","806","1126","null","null","null","null","null","null","null","null","null"
"1940",276371,"Johan Santana","1940","100.00","0.258","0.177","0.305","0.435","0.324","null","null","117","453","null","null","null","84.9","null","233","903","1023","null","null","null","null","null","null","null","null","null"
"1932",434628,"Jason Hammel","1932","100.00","0.234","0.101","0.293","0.335","0.285","null","null","104","445","null","null","null","90.3","null","216","852","1063","null","null","null","null","null","null","null","null","null"
"1916",547874,"Hisashi Iwakuma","1916","100.00","0.248","0.155","0.282","0.403","0.316","null","null","117","471","null","null","null","87.0","null","194","922","974","null","null","null","null","null","null","null","null","null"
"1891",458690,"Chris Volstad","1891","100.00","0.306","0.176","0.319","0.482","0.363","null","null","137","448","null","null","null","88.3","null","128","838","1017","null","null","null","null","null","null","null","null","null"
"1885",450665,"Kris Medlen","1885","100.00","0.208","0.079","0.262","0.286","0.236","null","null","103","496","null","null","null","86.4","null","203","892","984","null","null","null","null","null","null","null","null","null"
"1858",433585,"Jeff Francis","1858","100.00","0.316","0.174","0.350","0.490","0.359","null","null","145","459","null","null","null","80.6","null","160","812","1006","null","null","null","null","null","null","null","null","null"
"1847",432934,"Chris Young","1847","100.00","0.269","0.190","0.294","0.459","0.332","null","null","119","442","null","null","null","82.7","null","165","878","927","null","null","null","null","null","null","null","null","null"
"1794",502229,"Alex White","1794","100.00","0.288","0.192","0.315","0.480","0.368","null","null","114","396","null","null","null","89.1","null","158","789","960","null","null","null","null","null","null","null","null","null"
"1767",458950,"Philip Humber","1767","100.00","0.276","0.220","0.295","0.496","0.364","null","null","113","409","null","null","null","86.9","null","155","769","982","null","null","null","null","null","null","null","null","null"
"1767",150119,"Freddy Garcia","1767","100.00","0.270","0.186","0.301","0.455","0.337","null","null","112","415","null","null","null","82.5","null","172","762","988","null","null","null","null","null","null","null","null","null"
"1757",448802,"Jaime Garcia","1757","100.00","0.289","0.113","0.347","0.402","0.315","null","null","136","470","null","null","null","86.2","null","216","844","896","null","null","null","null","null","null","null","null","null"
"1753",518716,"Dillon Gee","1753","100.00","0.255","0.130","0.304","0.385","0.305","null","null","108","423","null","null","null","86.1","null","204","808","927","null","null","null","null","null","null","null","null","null"
"1748",592767,"Drew Smyly","1748","100.00","0.247","0.176","0.297","0.423","0.317","null","null","93","376","null","null","null","87.7","null","171","752","983","null","null","null","null","null","null","null","null","null"
"1708",456051,"Hector Noesi","1708","100.00","0.266","0.231","0.269","0.498","0.350","null","null","107","402","null","null","null","89.7","null","172","821","875","null","null","null","null","null","null","null","null","null"
"1706",488846,"Brian Duensing","1706","100.00","0.288","0.142","0.320","0.429","0.330","null","null","126","438","null","null","null","87.7","null","148","813","874","null","null","null","null","null","null","null","null","null"
"1702",451085,"Brian Matusz","1702","100.00","0.284","0.185","0.321","0.468","0.353","null","null","112","395","null","null","null","87.8","null","151","787","895","null","null","null","null","null","null","null","null","null"
"1702",519141,"Drew Pomeranz","1702","100.00","0.261","0.169","0.297","0.430","0.334","null","null","97","372","null","null","null","89.4","null","170","749","930","null","null","null","null","null","null","null","null","null"
"1699",490063,"Matt Garza","1699","100.00","0.236","0.157","0.276","0.393","0.302","null","null","90","382","null","null","null","89.8","null","183","771","914","null","null","null","null","null","null","null","null","null"
"1695",523260,"Joe Kelly","1695","100.00","0.271","0.136","0.310","0.407","0.324","null","null","112","413","null","null","null","91.3","null","137","767","914","null","null","null","null","null","null","null","null","null"
"1686",456068,"Miguel Gonzalez","1686","100.00","0.235","0.153","0.261","0.389","0.305","null","null","92","391","null","null","null","88.3","null","160","800","865","null","null","null","null","null","null","null","null","null"
"1678",475479,"David Phelps","1678","100.00","0.223","0.154","0.262","0.377","0.300","null","null","81","363","null","null","null","88.2","null","134","669","993","null","null","null","null","null","null","null","null","null"
"1661",429715,"Travis Blackley","1661","100.00","0.243","0.149","0.271","0.392","0.302","null","null","98","403","null","null","null","86.5","null","171","775","876","null","null","null","null","null","null","null","null","null"
"1652",435221,"Brandon McCarthy","1652","100.00","0.267","0.126","0.299","0.393","0.307","null","null","115","430","null","null","null","88.8","null","130","736","895","null","null","null","null","null","null","null","null","null"
"1628",448147,"Nick Blackburn","1628","100.00","0.340","0.245","0.331","0.584","0.405","null","null","143","421","null","null","null","87.6","null","91","724","898","null","null","null","null","null","null","null","null","null"
"1627",407890,"Colby Lewis","1627","100.00","0.245","0.191","0.279","0.436","0.306","null","null","99","404","null","null","null","84.9","null","158","757","861","null","null","null","null","null","null","null","null","null"
"1616",517414,"Randall Delgado","1616","100.00","0.256","0.130","0.305","0.386","0.320","null","null","89","347","null","null","null","88.3","null","159","666","929","null","null","null","null","null","null","null","null","null"
"1612",458708,"Josh Tomlin","1612","100.00","0.301","0.217","0.310","0.518","0.367","null","null","126","419","null","null","null","85.8","null","138","783","798","null","null","null","null","null","null","null","null","null"
"1597",571578,"Patrick Corbin","1597","100.00","0.280","0.179","0.319","0.459","0.336","null","null","117","418","null","null","null","87.7","null","149","770","810","null","null","null","null","null","null","null","null","null"
"1560",444836,"Aaron Laffey","1560","100.00","0.259","0.184","0.259","0.443","0.338","null","null","100","386","null","null","null","85.3","null","110","672","868","null","null","null","null","null","null","null","null","null"
"1524",542914,"Anthony Bass","1524","100.00","0.243","0.161","0.283","0.403","0.314","null","null","89","367","null","null","null","88.6","null","152","632","869","null","null","null","null","null","null","null","null","null"
"1521",445590,"Eric Stults","1521","100.00","0.249","0.119","0.272","0.368","0.288","null","null","92","370","null","null","null","82.2","null","112","700","812","null","null","null","null","null","null","null","null","null"
