"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"3408",461829,"Gio Gonzalez","3408","100.00","0.230","0.105","0.288","0.336","0.296","null","null","175","760","null","null","null","88.9","null","364","1438","1953","null","null","null","null","null","null","null","null","null"
"3403",424324,"Cliff Lee","3403","100.00","0.229","0.110","0.293","0.339","0.266","null","null","197","862","null","null","null","88.2","null","354","1607","1759","null","null","null","null","null","null","null","null","null"
"3385",502239,"Trevor Cahill","3385","100.00","0.269","0.129","0.306","0.398","0.325","null","null","214","797","null","null","null","86.0","null","275","1334","2017","null","null","null","null","null","null","null","null","null"
"3383",134321,"Carl Pavano","3383","100.00","0.294","0.153","0.308","0.447","0.333","null","null","262","891","null","null","null","86.7","null","261","1652","1706","null","null","null","null","null","null","null","null","null"
"3378",150116,"Randy Wolf","3378","100.00","0.266","0.149","0.292","0.415","0.322","null","null","214","805","null","null","null","82.9","null","265","1548","1798","null","null","null","null","null","null","null","null","null"
"3374",460069,"Ricky Romero","3374","100.00","0.216","0.150","0.245","0.365","0.292","null","null","176","816","null","null","null","89.7","null","351","1530","1809","null","null","null","null","null","null","null","null","null"
"3348",408206,"Brett Myers","3348","100.00","0.267","0.169","0.295","0.437","0.325","null","null","226","845","null","null","null","84.3","null","285","1522","1784","null","null","null","null","null","null","null","null","null"
"3344",453286,"Max Scherzer","3344","100.00","0.272","0.183","0.316","0.455","0.336","null","null","207","760","null","null","null","89.6","null","361","1540","1776","null","null","null","null","null","null","null","null","null"
"3316",425386,"Jeremy Guthrie","3316","100.00","0.267","0.177","0.287","0.444","0.332","null","null","213","798","null","null","null","88.6","null","242","1480","1792","null","null","null","null","null","null","null","null","null"
"3259",434622,"Ubaldo Jimenez","3259","100.00","0.254","0.164","0.315","0.419","0.330","null","null","186","731","null","null","null","90.1","null","291","1394","1824","null","null","null","null","null","null","null","null","null"
"3250",450306,"Jason Vargas","3250","100.00","0.260","0.137","0.287","0.398","0.312","null","null","205","787","null","null","null","84.4","null","276","1469","1746","null","null","null","null","null","null","null","null","null"
"3244",429719,"Edwin Jackson","3244","100.00","0.290","0.137","0.338","0.427","0.331","null","null","225","776","null","null","null","91.6","null","321","1522","1670","null","null","null","null","null","null","null","null","null"
"3227",117955,"Derek Lowe","3227","100.00","0.285","0.121","0.331","0.406","0.330","null","null","212","744","null","null","null","85.6","null","282","1317","1873","null","null","null","null","null","null","null","null","null"
"3225",434671,"Anibal Sanchez","3225","100.00","0.250","0.148","0.317","0.398","0.309","null","null","187","748","null","null","null","88.0","null","392","1548","1631","null","null","null","null","null","null","null","null","null"
"3222",150359,"A.J. Burnett","3222","100.00","0.260","0.204","0.296","0.464","0.345","null","null","190","731","null","null","null","89.4","null","345","1404","1783","null","null","null","null","null","null","null","null","null"
"3221",451532,"Chad Billingsley","3221","100.00","0.264","0.123","0.313","0.386","0.320","null","null","189","717","null","null","null","88.2","null","274","1440","1742","null","null","null","null","null","null","null","null","null"
"3217",434578,"Joe Saunders","3217","100.00","0.266","0.172","0.275","0.438","0.328","null","null","210","790","null","null","null","86.7","null","217","1419","1762","null","null","null","null","null","null","null","null","null"
"3216",460059,"Mike Pelfrey","3216","100.00","0.286","0.148","0.305","0.434","0.336","null","null","220","770","null","null","null","89.4","null","209","1466","1705","null","null","null","null","null","null","null","null","null"
"3207",407890,"Colby Lewis","3207","100.00","0.244","0.196","0.268","0.439","0.317","null","null","187","767","null","null","null","86.7","null","293","1450","1745","null","null","null","null","null","null","null","null","null"
"3206",502706,"Derek Holland","3206","100.00","0.262","0.136","0.306","0.398","0.320","null","null","201","766","null","null","null","90.4","null","279","1429","1759","null","null","null","null","null","null","null","null","null"
"3204",218596,"Tim Hudson","3204","100.00","0.236","0.095","0.276","0.331","0.280","null","null","189","800","null","null","null","87.7","null","311","1440","1702","null","null","null","null","null","null","null","null","null"
"3202",518516,"Madison Bumgarner","3202","100.00","0.260","0.106","0.329","0.366","0.292","null","null","202","777","null","null","null","88.8","null","331","1502","1655","null","null","null","null","null","null","null","null","null"
"3202",493133,"Hiroki Kuroda","3202","100.00","0.254","0.162","0.290","0.415","0.309","null","null","196","773","null","null","null","89.6","null","351","1511","1642","null","null","null","null","null","null","null","null","null"
"3199",452657,"Jon Lester","3199","100.00","0.234","0.140","0.287","0.374","0.307","null","null","166","709","null","null","null","89.2","null","311","1413","1759","null","null","null","null","null","null","null","null","null"
"3196",445060,"Ricky Nolasco","3196","100.00","0.295","0.145","0.337","0.440","0.332","null","null","244","828","null","null","null","86.2","null","308","1549","1588","null","null","null","null","null","null","null","null","null"
"3196",450729,"Doug Fister","3196","100.00","0.237","0.102","0.274","0.339","0.271","null","null","193","814","null","null","null","86.9","null","243","1461","1698","null","null","null","null","null","null","null","null","null"
"3192",490063,"Matt Garza","3192","100.00","0.245","0.105","0.312","0.350","0.289","null","null","186","760","null","null","null","89.4","null","396","1535","1624","null","null","null","null","null","null","null","null","null"
"3181",451788,"Shaun Marcum","3181","100.00","0.232","0.139","0.264","0.372","0.285","null","null","175","753","null","null","null","82.2","null","354","1408","1744","null","null","null","null","null","null","null","null","null"
"3149",502009,"Mat Latos","3149","100.00","0.233","0.130","0.288","0.363","0.287","null","null","168","721","null","null","null","88.4","null","354","1388","1726","null","null","null","null","null","null","null","null","null"
"3149",502032,"Bud Norris","3149","100.00","0.250","0.161","0.299","0.412","0.318","null","null","177","707","null","null","null","89.5","null","360","1454","1653","null","null","null","null","null","null","null","null","null"
"3146",279824,"Mark Buehrle","3146","100.00","0.277","0.137","0.296","0.414","0.316","null","null","221","798","null","null","null","82.5","null","224","1425","1694","null","null","null","null","null","null","null","null","null"
"3145",434643,"Wandy Rodriguez","3145","100.00","0.251","0.169","0.293","0.420","0.321","null","null","182","724","null","null","null","83.9","null","290","1361","1748","null","null","null","null","null","null","null","null","null"
"3139",468504,"Jhoulys Chacin","3139","100.00","0.231","0.161","0.264","0.392","0.311","null","null","168","727","null","null","null","88.0","null","277","1296","1823","null","null","null","null","null","null","null","null","null"
"3132",430935,"Cole Hamels","3132","100.00","0.214","0.123","0.259","0.337","0.260","null","null","169","789","null","null","null","88.0","null","386","1475","1627","null","null","null","null","null","null","null","null","null"
"3132",285079,"R.A. Dickey","3132","100.00","0.256","0.127","0.285","0.382","0.299","null","null","202","790","null","null","null","78.4","null","266","1486","1607","null","null","null","null","null","null","null","null","null"
"3118",460024,"Luke Hochevar","3118","100.00","0.252","0.177","0.276","0.429","0.323","null","null","192","762","null","null","null","88.8","null","280","1394","1681","null","null","null","null","null","null","null","null","null"
"3113",453344,"Brandon Morrow","3113","100.00","0.237","0.154","0.301","0.390","0.309","null","null","162","684","null","null","null","91.7","null","393","1489","1598","null","null","null","null","null","null","null","null","null"
"3106",276520,"Bronson Arroyo","3106","100.00","0.286","0.241","0.281","0.527","0.362","null","null","227","793","null","null","null","82.0","null","204","1427","1637","null","null","null","null","null","null","null","null","null"
"3057",150414,"Jake Westbrook","3057","100.00","0.290","0.145","0.318","0.435","0.342","null","null","208","718","null","null","null","87.6","null","210","1299","1703","null","null","null","null","null","null","null","null","null"
"3028",150404,"Ted Lilly","3028","100.00","0.238","0.176","0.266","0.414","0.303","null","null","172","723","null","null","null","83.5","null","285","1478","1498","null","null","null","null","null","null","null","null","null"
"3025",433584,"Roberto Hernandez","3025","100.00","0.276","0.162","0.296","0.437","0.335","null","null","205","743","null","null","null","90.9","null","265","1405","1569","null","null","null","null","null","null","null","null","null"
"3016",457448,"Matt Harrison","3016","100.00","0.257","0.117","0.295","0.374","0.300","null","null","180","701","null","null","null","89.5","null","243","1348","1656","null","null","null","null","null","null","null","null","null"
"3006",134320,"Javier Vazquez","3006","100.00","0.243","0.154","0.282","0.397","0.297","null","null","178","733","null","null","null","85.8","null","302","1443","1518","null","null","null","null","null","null","null","null","null"
"3005",431162,"Tim Stauffer","3005","100.00","0.258","0.155","0.289","0.413","0.313","null","null","180","698","null","null","null","87.0","null","215","1292","1667","null","null","null","null","null","null","null","null","null"
"2995",425856,"Gavin Floyd","2995","100.00","0.247","0.141","0.280","0.388","0.299","null","null","180","730","null","null","null","87.3","null","266","1365","1592","null","null","null","null","null","null","null","null","null"
"2994",277417,"Josh Beckett","2994","100.00","0.211","0.124","0.249","0.335","0.268","null","null","146","693","null","null","null","89.9","null","341","1428","1538","null","null","null","null","null","null","null","null","null"
"2987",448802,"Jaime Garcia","2987","100.00","0.273","0.121","0.324","0.394","0.310","null","null","207","759","null","null","null","86.7","null","336","1362","1587","null","null","null","null","null","null","null","null","null"
"2972",457918,"J.A. Happ","2972","100.00","0.265","0.188","0.306","0.453","0.345","null","null","157","592","null","null","null","87.4","null","246","1279","1660","null","null","null","null","null","null","null","null","null"
"2962",425626,"Chris Capuano","2962","100.00","0.270","0.188","0.317","0.458","0.335","null","null","198","734","null","null","null","84.4","null","331","1354","1563","null","null","null","null","null","null","null","null","null"
"2954",433585,"Jeff Francis","2954","100.00","0.302","0.156","0.320","0.458","0.342","null","null","225","745","null","null","null","80.1","null","230","1320","1609","null","null","null","null","null","null","null","null","null"
"2954",476451,"Jeremy Hellickson","2954","100.00","0.210","0.163","0.224","0.373","0.291","null","null","146","695","null","null","null","86.1","null","302","1345","1562","null","null","null","null","null","null","null","null","null"
"2952",451584,"Wade Davis","2952","100.00","0.267","0.174","0.283","0.441","0.334","null","null","190","712","null","null","null","88.9","null","201","1396","1535","null","null","null","null","null","null","null","null","null"
"2951",207267,"Brad Penny","2951","100.00","0.306","0.178","0.312","0.483","0.364","null","null","222","726","null","null","null","89.8","null","149","1278","1649","null","null","null","null","null","null","null","null","null"
"2938",458709,"John Lannan","2938","100.00","0.272","0.118","0.301","0.389","0.325","null","null","194","714","null","null","null","86.9","null","237","1285","1610","null","null","null","null","null","null","null","null","null"
"2937",285064,"Ryan Vogelsong","2937","100.00","0.244","0.117","0.285","0.361","0.295","null","null","164","673","null","null","null","87.7","null","234","1273","1633","null","null","null","null","null","null","null","null","null"
"2899",457428,"James McDonald","2899","100.00","0.268","0.163","0.306","0.431","0.340","null","null","176","657","null","null","null","88.7","null","260","1319","1542","null","null","null","null","null","null","null","null","null"
"2860",519144,"Rick Porcello","2860","100.00","0.292","0.143","0.318","0.435","0.336","null","null","210","720","null","null","null","87.9","null","203","1289","1553","null","null","null","null","null","null","null","null","null"
"2844",407793,"John Lackey","2844","100.00","0.308","0.170","0.340","0.477","0.371","null","null","203","660","null","null","null","88.2","null","225","1317","1493","null","null","null","null","null","null","null","null","null"
"2841",425844,"Zack Greinke","2841","100.00","0.245","0.167","0.323","0.412","0.306","null","null","161","658","null","null","null","87.7","null","325","1261","1560","null","null","null","null","null","null","null","null","null"
"2805",346798,"Kyle Lohse","2805","100.00","0.249","0.141","0.272","0.390","0.294","null","null","178","716","null","null","null","86.2","null","184","1216","1561","null","null","null","null","null","null","null","null","null"
"2755",421685,"Aaron Harang","2755","100.00","0.269","0.158","0.305","0.427","0.330","null","null","175","651","null","null","null","86.6","null","253","1326","1385","null","null","null","null","null","null","null","null","null"
"2753",433579,"John Danks","2753","100.00","0.274","0.153","0.315","0.427","0.326","null","null","182","665","null","null","null","88.8","null","275","1359","1358","null","null","null","null","null","null","null","null","null"
"2739",450203,"Charlie Morton","2739","100.00","0.282","0.090","0.327","0.373","0.328","null","null","187","663","null","null","null","88.9","null","225","1243","1428","null","null","null","null","null","null","null","null","null"
"2728",468396,"Alexi Ogando","2728","100.00","0.234","0.127","0.267","0.361","0.286","null","null","149","637","null","null","null","91.4","null","275","1294","1424","null","null","null","null","null","null","null","null","null"
"2710",434628,"Jason Hammel","2710","100.00","0.270","0.165","0.286","0.435","0.335","null","null","175","648","null","null","null","89.5","null","200","1229","1448","null","null","null","null","null","null","null","null","null"
"2688",115817,"Livan Hernandez","2688","100.00","0.291","0.143","0.318","0.434","0.333","null","null","199","684","null","null","null","79.7","null","193","1159","1483","null","null","null","null","null","null","null","null","null"
"2688",501381,"Michael Pineda","2688","100.00","0.211","0.130","0.261","0.342","0.275","null","null","133","629","null","null","null","91.4","null","345","1332","1339","null","null","null","null","null","null","null","null","null"
"2669",488846,"Brian Duensing","2669","100.00","0.299","0.184","0.334","0.484","0.357","null","null","193","645","null","null","null","88.0","null","234","1227","1424","null","null","null","null","null","null","null","null","null"
"2641",429780,"Chris Narveson","2641","100.00","0.257","0.152","0.295","0.409","0.321","null","null","160","623","null","null","null","83.6","null","300","1149","1468","null","null","null","null","null","null","null","null","null"
"2603",518716,"Dillon Gee","2603","100.00","0.248","0.153","0.276","0.401","0.323","null","null","150","606","null","null","null","86.4","null","264","1197","1362","null","null","null","null","null","null","null","null","null"
"2599",458690,"Chris Volstad","2599","100.00","0.289","0.175","0.317","0.464","0.339","null","null","187","647","null","null","null","88.3","null","219","1118","1439","null","null","null","null","null","null","null","null","null"
"2562",467100,"Ivan Nova","2562","100.00","0.258","0.126","0.284","0.384","0.312","null","null","163","633","null","null","null","89.2","null","186","1111","1420","null","null","null","null","null","null","null","null","null"
"2552",502190,"Mike Leake","2552","100.00","0.250","0.165","0.272","0.416","0.308","null","null","159","635","null","null","null","86.7","null","214","1150","1370","null","null","null","null","null","null","null","null","null"
"2542",112526,"Bartolo Colon","2542","100.00","0.267","0.173","0.306","0.440","0.324","null","null","172","643","null","null","null","90.8","null","151","1106","1416","null","null","null","null","null","null","null","null","null"
"2520",136600,"Bruce Chen","2520","100.00","0.258","0.148","0.280","0.406","0.318","null","null","152","589","null","null","null","82.6","null","195","1150","1347","null","null","null","null","null","null","null","null","null"
"2509",502154,"Zach Britton","2509","100.00","0.276","0.117","0.309","0.393","0.322","null","null","162","588","null","null","null","90.5","null","190","1061","1428","null","null","null","null","null","null","null","null","null"
"2499",435221,"Brandon McCarthy","2499","100.00","0.258","0.120","0.298","0.377","0.285","null","null","168","652","null","null","null","88.9","null","215","1247","1235","null","null","null","null","null","null","null","null","null"
"2497",458950,"Philip Humber","2497","100.00","0.243","0.114","0.276","0.357","0.288","null","null","151","622","null","null","null","86.6","null","247","1148","1318","null","null","null","null","null","null","null","null","null"
"2494",477003,"Jonathon Niese","2494","100.00","0.284","0.136","0.344","0.419","0.324","null","null","178","627","null","null","null","86.4","null","229","1141","1318","null","null","null","null","null","null","null","null","null"
"2464",407296,"Carlos Zambrano","2464","100.00","0.277","0.164","0.307","0.441","0.338","null","null","154","555","null","null","null","87.7","null","182","1078","1354","null","null","null","null","null","null","null","null","null"
"2464",519455,"Jordan Zimmermann","2464","100.00","0.251","0.126","0.296","0.377","0.291","null","null","154","613","null","null","null","90.1","null","216","1199","1238","null","null","null","null","null","null","null","null","null"
"2456",430904,"Paul Maholm","2456","100.00","0.262","0.128","0.290","0.390","0.309","null","null","160","611","null","null","null","83.8","null","149","1066","1339","null","null","null","null","null","null","null","null","null"
"2436",518567,"Josh Collmenter","2436","100.00","0.237","0.137","0.260","0.374","0.282","null","null","137","577","null","null","null","83.9","null","213","1172","1236","null","null","null","null","null","null","null","null","null"
"2429",448147,"Nick Blackburn","2429","100.00","0.305","0.162","0.322","0.467","0.359","null","null","183","600","null","null","null","87.1","null","131","1060","1335","null","null","null","null","null","null","null","null","null"
"2418",543022,"Tyler Chatwood","2418","100.00","0.303","0.139","0.329","0.442","0.364","null","null","166","547","null","null","null","90.1","null","131","1006","1381","null","null","null","null","null","null","null","null","null"
"2417",123801,"Tim Wakefield","2417","100.00","0.267","0.203","0.276","0.470","0.340","null","null","163","610","null","null","null","66.7","null","233","1147","1241","null","null","null","null","null","null","null","null","null"
"2417",545404,"Brandon Beachy","2417","100.00","0.236","0.142","0.312","0.378","0.297","null","null","125","529","null","null","null","87.5","null","326","1122","1247","null","null","null","null","null","null","null","null","null"
"2415",462956,"Felipe Paulino","2415","100.00","0.279","0.130","0.345","0.408","0.334","null","null","146","524","null","null","null","91.7","null","256","1098","1283","null","null","null","null","null","null","null","null","null"
"2394",456501,"Johnny Cueto","2394","100.00","0.220","0.084","0.254","0.304","0.265","null","null","123","560","null","null","null","89.8","null","206","1121","1254","null","null","null","null","null","null","null","null","null"
"2371",458708,"Josh Tomlin","2371","100.00","0.248","0.191","0.254","0.438","0.305","null","null","157","634","null","null","null","84.5","null","201","1152","1197","null","null","null","null","null","null","null","null","null"
"2368",457456,"Jo-Jo Reyes","2368","100.00","0.303","0.186","0.326","0.490","0.368","null","null","176","580","null","null","null","88.4","null","173","1103","1248","null","null","null","null","null","null","null","null","null"
"2358",458537,"Cory Luebke","2358","100.00","0.209","0.125","0.274","0.335","0.269","null","null","105","502","null","null","null","89.2","null","280","1109","1228","null","null","null","null","null","null","null","null","null"
"2358",429781,"Kevin Correia","2358","100.00","0.287","0.174","0.295","0.461","0.340","null","null","175","610","null","null","null","88.6","null","162","1093","1249","null","null","null","null","null","null","null","null","null"
"2356",444371,"Jeff Karstens","2356","100.00","0.263","0.156","0.278","0.419","0.311","null","null","163","620","null","null","null","83.7","null","196","1119","1197","null","null","null","null","null","null","null","null","null"
"2292",150119,"Freddy Garcia","2292","100.00","0.268","0.160","0.294","0.429","0.324","null","null","152","567","null","null","null","82.2","null","214","991","1274","null","null","null","null","null","null","null","null","null"
"2287",457453,"Jair Jurrjens","2287","100.00","0.249","0.135","0.273","0.384","0.302","null","null","142","570","null","null","null","86.3","null","190","1040","1209","null","null","null","null","null","null","null","null","null"
"2278",434538,"Francisco Liriano","2278","100.00","0.249","0.127","0.290","0.376","0.327","null","null","125","503","null","null","null","89.0","null","274","956","1298","null","null","null","null","null","null","null","null","null"
"2228",407853,"Erik Bedard","2228","100.00","0.241","0.131","0.295","0.371","0.302","null","null","118","490","null","null","null","86.0","null","197","998","1220","null","null","null","null","null","null","null","null","null"
"2196",334492,"Joel Pineiro","2196","100.00","0.311","0.150","0.324","0.462","0.354","null","null","182","585","null","null","null","85.9","null","130","978","1194","null","null","null","null","null","null","null","null","null"
"2176",448694,"Randy Wells","2176","100.00","0.269","0.170","0.277","0.438","0.331","null","null","141","525","null","null","null","85.5","null","194","959","1180","null","null","null","null","null","null","null","null","null"
"2170",462102,"Tommy Hanson","2170","100.00","0.219","0.171","0.271","0.390","0.296","null","null","106","484","null","null","null","86.1","null","245","928","1210","null","null","null","null","null","null","null","null","null"
"2166",474699,"Vance Worley","2166","100.00","0.237","0.133","0.290","0.369","0.293","null","null","116","490","null","null","null","88.5","null","133","912","1238","null","null","null","null","null","null","null","null","null"
"2160",400061,"Roy Oswalt","2160","100.00","0.280","0.130","0.321","0.410","0.319","null","null","153","546","null","null","null","87.3","null","201","1053","1080","null","null","null","null","null","null","null","null","null"
"2150",435298,"Jeff Niemann","2150","100.00","0.250","0.176","0.279","0.426","0.315","null","null","131","524","null","null","null","87.4","null","171","956","1181","null","null","null","null","null","null","null","null","null"
"2133",446861,"Guillermo Moscoso","2133","100.00","0.211","0.134","0.221","0.345","0.271","null","null","102","484","null","null","null","87.6","null","185","1037","1079","null","null","null","null","null","null","null","null","null"
"2132",435044,"Scott Baker","2132","100.00","0.248","0.143","0.298","0.391","0.301","null","null","126","509","null","null","null","88.5","null","243","1100","1012","null","null","null","null","null","null","null","null","null"
"2125",449072,"Kyle McClellan","2125","100.00","0.260","0.171","0.268","0.431","0.324","null","null","143","550","null","null","null","85.3","null","136","925","1165","null","null","null","null","null","null","null","null","null"
"2107",456701,"Homer Bailey","2107","100.00","0.264","0.151","0.299","0.416","0.316","null","null","136","515","null","null","null","89.0","null","215","1004","1080","null","null","null","null","null","null","null","null","null"
"2097",453562,"Jake Arrieta","2097","100.00","0.253","0.196","0.274","0.448","0.344","null","null","115","455","null","null","null","89.1","null","170","885","1192","null","null","null","null","null","null","null","null","null"
"2052",150302,"Jason Marquis","2052","100.00","0.294","0.135","0.324","0.429","0.337","null","null","154","524","null","null","null","87.3","null","143","895","1137","null","null","null","null","null","null","null","null","null"
"1965",471911,"Carlos Carrasco","1965","100.00","0.270","0.158","0.296","0.427","0.327","null","null","130","482","null","null","null","89.3","null","177","934","1007","null","null","null","null","null","null","null","null","null"
"1955",518633,"Danny Duffy","1955","100.00","0.287","0.205","0.331","0.493","0.373","null","null","119","414","null","null","null","88.6","null","172","860","1084","null","null","null","null","null","null","null","null","null"
"1952",450172,"Edinson Volquez","1952","100.00","0.259","0.213","0.298","0.472","0.358","null","null","106","409","null","null","null","88.2","null","226","847","1073","null","null","null","null","null","null","null","null","null"
"1917",446399,"Brett Cecil","1917","100.00","0.258","0.201","0.271","0.459","0.336","null","null","123","477","null","null","null","85.5","null","173","900","998","null","null","null","null","null","null","null","null","null"
"1901",430580,"Alfredo Simon","1901","100.00","0.284","0.204","0.317","0.489","0.359","null","null","128","450","null","null","null","89.1","null","171","841","1023","null","null","null","null","null","null","null","null","null"
"1875",400291,"Dustin Moseley","1875","100.00","0.255","0.142","0.276","0.397","0.308","null","null","117","458","null","null","null","85.7","null","111","787","1055","null","null","null","null","null","null","null","null","null"
"1856",408241,"Jake Peavy","1856","100.00","0.268","0.126","0.318","0.394","0.306","null","null","117","437","null","null","null","87.2","null","201","926","902","null","null","null","null","null","null","null","null","null"
"1789",475243,"Travis Wood","1789","100.00","0.293","0.164","0.333","0.457","0.347","null","null","118","403","null","null","null","86.7","null","131","792","958","null","null","null","null","null","null","null","null","null"
"1757",456043,"Jonathan Sanchez","1757","100.00","0.220","0.137","0.276","0.357","0.316","null","null","80","364","null","null","null","87.3","null","184","711","1024","null","null","null","null","null","null","null","null","null"
"1757",469686,"Alfredo Aceves","1757","100.00","0.204","0.117","0.233","0.321","0.280","null","null","84","411","null","null","null","89.7","null","151","816","914","null","null","null","null","null","null","null","null","null"
"1738",453646,"Carlos Villanueva","1738","100.00","0.251","0.139","0.272","0.389","0.305","null","null","103","411","null","null","null","84.3","null","145","746","972","null","null","null","null","null","null","null","null","null"
"1731",452718,"Kyle Kendrick","1731","100.00","0.255","0.167","0.265","0.421","0.316","null","null","110","432","null","null","null","88.1","null","109","795","902","null","null","null","null","null","null","null","null","null"
"1702",452733,"Tom Gorzelanny","1702","100.00","0.258","0.174","0.300","0.432","0.322","null","null","102","396","null","null","null","86.9","null","193","796","872","null","null","null","null","null","null","null","null","null"
"1701",457435,"Phil Coke","1701","100.00","0.279","0.104","0.321","0.383","0.322","null","null","118","423","null","null","null","87.4","null","155","778","885","null","null","null","null","null","null","null","null","null"
"1681",461872,"Anthony Swarzak","1681","100.00","0.275","0.124","0.297","0.399","0.318","null","null","111","404","null","null","null","88.6","null","100","772","896","null","null","null","null","null","null","null","null","null"
"1662",448269,"Brad Bergesen","1662","100.00","0.288","0.215","0.304","0.504","0.363","null","null","119","413","null","null","null","89.0","null","114","770","871","null","null","null","null","null","null","null","null","null"
"1646",453385,"Clayton Richard","1646","100.00","0.272","0.128","0.298","0.401","0.326","null","null","104","382","null","null","null","88.1","null","114","778","852","null","null","null","null","null","null","null","null","null"
"1574",543475,"Jordan Lyles","1574","100.00","0.285","0.194","0.314","0.479","0.348","null","null","107","376","null","null","null","86.7","null","148","726","837","null","null","null","null","null","null","null","null","null"
"1553",150438,"Rodrigo Lopez","1553","100.00","0.299","0.214","0.308","0.513","0.369","null","null","116","388","null","null","null","85.7","null","105","716","810","null","null","null","null","null","null","null","null","null"
"1549",462136,"Marco Estrada","1549","100.00","0.243","0.152","0.295","0.395","0.302","null","null","83","342","null","null","null","86.0","null","172","680","851","null","null","null","null","null","null","null","null","null"
"1532",502188,"Jeff Samardzija","1532","100.00","0.200","0.097","0.257","0.297","0.282","null","null","64","320","null","null","null","91.6","null","168","680","830","null","null","null","null","null","null","null","null","null"
