"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"3938",434378,"Justin Verlander","3938","100.00","0.243","0.126","0.322","0.369","0.291","null","null","219","903","null","null","null","91.7","null","477","1940","1964","null","null","null","null","null","null","null","null","null"
"3632",433587,"Felix Hernandez","3632","100.00","0.227","0.091","0.280","0.318","0.270","null","null","200","881","null","null","null","91.8","null","407","1676","1937","null","null","null","null","null","null","null","null","null"
"3615",425794,"Adam Wainwright","3615","100.00","0.244","0.105","0.301","0.349","0.285","null","null","216","886","null","null","null","85.7","null","344","1578","2020","null","null","null","null","null","null","null","null","null"
"3587",282332,"CC Sabathia","3587","100.00","0.232","0.128","0.278","0.360","0.287","null","null","197","849","null","null","null","90.7","null","418","1693","1837","null","null","null","null","null","null","null","null","null"
"3570",434622,"Ubaldo Jimenez","3570","100.00","0.229","0.096","0.287","0.326","0.283","null","null","183","798","null","null","null","92.3","null","362","1533","1982","null","null","null","null","null","null","null","null","null"
"3533",424324,"Cliff Lee","3533","100.00","0.272","0.118","0.321","0.390","0.301","null","null","245","900","null","null","null","88.4","null","295","1752","1752","null","null","null","null","null","null","null","null","null"
"3488",425844,"Zack Greinke","3488","100.00","0.229","0.106","0.307","0.335","0.269","null","null","195","850","null","null","null","89.3","null","367","1550","1918","null","null","null","null","null","null","null","null","null"
"3470",150277,"Doug Davis","3470","100.00","0.267","0.158","0.299","0.424","0.338","null","null","203","761","null","null","null","80.9","null","260","1465","1979","null","null","null","null","null","null","null","null","null"
"3466",429719,"Edwin Jackson","3466","100.00","0.247","0.168","0.278","0.415","0.316","null","null","200","809","null","null","null","92.1","null","366","1653","1777","null","null","null","null","null","null","null","null","null"
"3462",150359,"A.J. Burnett","3462","100.00","0.247","0.146","0.297","0.393","0.323","null","null","193","781","null","null","null","90.8","null","298","1452","1986","null","null","null","null","null","null","null","null","null"
"3462",429717,"Dan Haren","3462","100.00","0.224","0.151","0.271","0.375","0.274","null","null","192","856","null","null","null","87.3","null","387","1578","1861","null","null","null","null","null","null","null","null","null"
"3445",453311,"Tim Lincecum","3445","100.00","0.206","0.084","0.288","0.290","0.251","null","null","168","814","null","null","null","87.7","null","396","1498","1910","null","null","null","null","null","null","null","null","null"
"3425",490063,"Matt Garza","3425","100.00","0.232","0.151","0.273","0.383","0.306","null","null","177","763","null","null","null","90.1","null","303","1488","1910","null","null","null","null","null","null","null","null","null"
"3409",276520,"Bronson Arroyo","3409","100.00","0.256","0.165","0.268","0.421","0.318","null","null","214","836","null","null","null","82.0","null","233","1457","1894","null","null","null","null","null","null","null","null","null"
"3406",450308,"Jered Weaver","3406","100.00","0.246","0.174","0.281","0.420","0.312","null","null","196","798","null","null","null","84.8","null","337","1510","1876","null","null","null","null","null","null","null","null","null"
"3404",452657,"Jon Lester","3404","100.00","0.242","0.124","0.314","0.366","0.295","null","null","186","768","null","null","null","89.8","null","394","1553","1836","null","null","null","null","null","null","null","null","null"
"3394",136880,"Roy Halladay","3394","100.00","0.256","0.126","0.306","0.382","0.291","null","null","234","913","null","null","null","89.2","null","349","1667","1697","null","null","null","null","null","null","null","null","null"
"3371",277417,"Josh Beckett","3371","100.00","0.244","0.150","0.292","0.394","0.300","null","null","198","812","null","null","null","89.9","null","301","1517","1841","null","null","null","null","null","null","null","null","null"
"3370",434643,"Wandy Rodriguez","3370","100.00","0.250","0.137","0.306","0.386","0.304","null","null","192","769","null","null","null","85.4","null","329","1492","1833","null","null","null","null","null","null","null","null","null"
"3362",430912,"Matt Cain","3362","100.00","0.232","0.141","0.267","0.373","0.292","null","null","184","793","null","null","null","89.4","null","340","1601","1719","null","null","null","null","null","null","null","null","null"
"3360",425386,"Jeremy Guthrie","3360","100.00","0.281","0.211","0.287","0.492","0.355","null","null","224","796","null","null","null","89.3","null","209","1480","1854","null","null","null","null","null","null","null","null","null"
"3329",448306,"James Shields","3329","100.00","0.275","0.176","0.311","0.452","0.330","null","null","239","868","null","null","null","86.2","null","344","1600","1703","null","null","null","null","null","null","null","null","null"
"3315",134320,"Javier Vazquez","3315","100.00","0.223","0.123","0.290","0.346","0.266","null","null","181","811","null","null","null","85.7","null","431","1548","1738","null","null","null","null","null","null","null","null","null"
"3306",457453,"Jair Jurrjens","3306","100.00","0.237","0.120","0.274","0.356","0.289","null","null","186","786","null","null","null","88.1","null","285","1499","1783","null","null","null","null","null","null","null","null","null"
"3288",150116,"Randy Wolf","3288","100.00","0.227","0.148","0.256","0.375","0.286","null","null","178","784","null","null","null","83.8","null","260","1547","1717","null","null","null","null","null","null","null","null","null"
"3287",120485,"Andy Pettitte","3287","100.00","0.259","0.134","0.297","0.393","0.318","null","null","193","746","null","null","null","85.9","null","268","1374","1896","null","null","null","null","null","null","null","null","null"
"3286",435178,"Josh Johnson","3286","100.00","0.237","0.098","0.296","0.335","0.278","null","null","184","776","null","null","null","92.9","null","332","1469","1775","null","null","null","null","null","null","null","null","null"
"3277",119154,"Kevin Millwood","3277","100.00","0.257","0.166","0.274","0.422","0.327","null","null","195","760","null","null","null","87.7","null","234","1448","1804","null","null","null","null","null","null","null","null","null"
"3275",131702,"Braden Looper","3275","100.00","0.289","0.214","0.288","0.503","0.360","null","null","226","781","null","null","null","86.8","null","219","1444","1775","null","null","null","null","null","null","null","null","null"
"3261",435044,"Scott Baker","3261","100.00","0.248","0.169","0.278","0.417","0.308","null","null","191","770","null","null","null","88.3","null","361","1745","1502","null","null","null","null","null","null","null","null","null"
