"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"SL","2014-09-26","85.8","null","null","Matt Stites",425509,592781,"field_out","hit_into_play",,,,,"4","Jhonny Peralta flies out to right fielder David Peralta.","R","R","R","ARI","STL","X","9","fly_ball",1,1,2014,"0.64794166666666666667","0.07530000000000000000","-0.5650","2.6240","null","445055.00","594824.00",2,7,"Top","162.65","105.42",,,"null",,"null",,,,,,,"3.6500","1.7200","null","null","null","null","null","null",382937,"null","null","null","null","null","null","null","null","null","null","null","null","0.00",1,0,0,"null",57,"3"
"SL","2014-09-26","88.0","null","null","Matt Stites",425509,592781,"null","blocked_ball",,,,,"14","null","R","R","R","ARI","STL","B","null","null",0,1,2014,"0.17895000000000000000","-0.04366666666666666667","1.5420","0.8540","null","445055.00","594824.00",2,7,"Top","null","null",,,"null",,"null",,,,,,,"3.9600","1.7600","null","null","null","null","null","null",382937,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",57,"2"
"SL","2014-09-26","87.3","null","null","Matt Stites",425509,592781,"null","called_strike",,,,,"8","null","R","R","R","ARI","STL","S","null","null",0,0,2014,"-0.00335833333333333333","0.57123333333333333333","0.2530","2.4030","null","445055.00","594824.00",2,7,"Top","null","null",,,"null",,"null",,,,,,,"3.9700","1.7600","null","null","null","null","null","null",382937,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",57,"1"
"FF","2014-09-23","94.3","null","null","Matt Stites",457788,592781,"field_out","hit_into_play",,,,,"5","Jordan Schafer flies out to left fielder Ender Inciarte.","R","L","R","MIN","ARI","X","7","fly_ball",3,2,2014,"-0.36240833333333333333","1.5860333333333333","-0.2210","2.7070","null","null","null",2,8,"Bot","71.29","128.51",,,"null",,"null",,,,,,,"3.2900","1.4600","null","null","null","null","null","null",382884,"null","null","null","null","null","null","null","null","null","null","null","null","0.00",1,0,0,"null",70,"8"
"FF","2014-09-23","97.5","null","null","Matt Stites",457788,592781,"null","foul",,,,,"5","null","R","L","R","MIN","ARI","S","null","null",3,2,2014,"-0.23298333333333333333","1.4441333333333333","-0.1760","2.6270","null","null","null",2,8,"Bot","null","null",,,"null",,"null",,,,,,,"3.2900","1.4600","null","null","null","null","null","null",382884,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",70,"7"
"FF","2014-09-23","94.7","null","null","Matt Stites",457788,592781,"null","foul",,,,,"8","null","R","L","R","MIN","ARI","S","null","null",3,2,2014,"-0.52384166666666666667","1.5502000000000000","0.1480","1.9470","null","null","null",2,8,"Bot","null","null",,,"null",,"null",,,,,,,"3.2900","1.4600","null","null","null","null","null","null",382884,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",70,"6"
"FF","2014-09-23","95.8","null","null","Matt Stites",457788,592781,"null","ball",,,,,"12","null","R","L","R","MIN","ARI","B","null","null",2,2,2014,"-0.24829166666666666667","1.5917666666666667","1.1370","2.6010","null","null","null",2,8,"Bot","null","null",,,"null",,"null",,,,,,,"3.2900","1.4600","null","null","null","null","null","null",382884,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",70,"5"
"SL","2014-09-23","86.3","null","null","Matt Stites",457788,592781,"null","ball",,,,,"14","null","R","L","R","MIN","ARI","B","null","null",1,2,2014,"0.23044166666666666667","0.10683333333333333333","0.4170","0.6990","null","null","null",2,8,"Bot","null","null",,,"null",,"null",,,,,,,"3.2900","1.4600","null","null","null","null","null","null",382884,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",70,"4"
"CH","2014-09-23","85.9","null","null","Matt Stites",457788,592781,"null","called_strike",,,,,"2","null","R","L","R","MIN","ARI","S","null","null",1,1,2014,"-0.48905000000000000000","1.6104000000000000","-0.0610","3.0280","null","null","null",2,8,"Bot","null","null",,,"null",,"null",,,,,,,"3.2900","1.4600","null","null","null","null","null","null",382884,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",70,"3"
"CH","2014-09-23","86.4","null","null","Matt Stites",457788,592781,"null","ball",,,,,"14","null","R","L","R","MIN","ARI","B","null","null",0,1,2014,"-0.56837500000000000000","1.3882333333333333","0.6010","1.2620","null","null","null",2,8,"Bot","null","null",,,"null",,"null",,,,,,,"3.2900","1.4600","null","null","null","null","null","null",382884,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",70,"2"
"FF","2014-09-23","94.4","null","null","Matt Stites",457788,592781,"null","swinging_strike",,,,,"1","null","R","L","R","MIN","ARI","S","null","null",0,0,2014,"-0.68249166666666666667","1.3395000000000000","-0.7700","2.9700","null","null","null",2,8,"Bot","null","null",,,"null",,"null",,,,,,,"3.2900","1.4600","null","null","null","null","null","null",382884,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",70,"1"
"FF","2014-09-23","94.4","null","null","Matt Stites",500871,592781,"field_out","hit_into_play",,,,,"9","Eduardo Escobar grounds out, second baseman Chris Owings to first baseman Mark Trumbo.","R","L","R","MIN","ARI","X","4","ground_ball",0,0,2014,"-0.76460000000000000000","1.7136000000000000","0.4590","1.7100","null","null","null",1,8,"Bot","143.57","153.61",,,"null",,"null",,,,,,,"3.1200","1.4200","null","null","null","null","null","null",382884,"null","null","null","null","null","null","null","null","null","null","null","null","0.00",1,0,0,"null",69,"1"
