"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"FF","2015-10-02","96.3","-1.8247","5.9381","Vince Velasquez",572008,592826,"strikeout","swinging_strike",,,,,"2","Chris Owings strikes out swinging.","R","R","R","ARI","HOU","S","null","null",2,2,2015,"-0.40833333333333333333","1.8067666666666667","0.2440","2.7210","null","431094.00","null",2,8,"Bot","null","null",,,545358,,"151002_220305",,,,,,,"3.1500","1.4400","null","null","null","98.1300","2301","7.1160",416041,592826,545358,572138,503556,592274,542340,458675,545350,543807,"53.3830","0.000","0.000","0.00",1,0,0,"null",86,"7"
"FF","2015-10-02","95.9","-1.8143","6.0449","Vince Velasquez",572008,592826,"null","foul",,,,,"4","null","R","R","R","ARI","HOU","S","null","null",2,2,2015,"-0.60038333333333333333","1.5745666666666667","-0.5820","2.1520","null","431094.00","null",2,8,"Bot","null","null",,,545358,,"151002_220232",,,,,,,"3.1500","1.4400","null","null","null","97.2230","2403","6.7800",416041,592826,545358,572138,503556,592274,542340,458675,545350,543807,"53.7191","0.000","0.000","null","null","null","null","null",86,"6"
"FF","2015-10-02","96.0","-1.8937","5.9503","Vince Velasquez",572008,592826,"null","foul",,,,,"4","null","R","R","R","ARI","HOU","S","null","null",2,2,2015,"-0.79939166666666666667","1.7078666666666667","-0.7960","2.6170","null","431094.00","null",2,8,"Bot","null","null",,,545358,,"151002_220158",,,,,,,"3.1500","1.4400","null","null","null","97.0880","2348","6.6470",416041,592826,545358,572138,503556,592274,542340,458675,545350,543807,"53.8521","0.000","0.000","null","null","null","null","null",86,"5"
"SL","2015-10-02","86.2","-1.8337","5.9951","Vince Velasquez",572008,592826,"null","blocked_ball",,,,,"14","null","R","R","R","ARI","HOU","B","null","null",1,2,2015,"0.20400000000000000000","0.03373333333333333333","1.9890","-0.0670","null","431094.00","null",2,8,"Bot","null","null",,,545358,,"151002_220123",,,,,,,"3.0500","1.3500","null","null","null","86.4240","2579","6.6290",416041,592826,545358,572138,503556,592274,542340,458675,545350,543807,"53.8704","0.000","0.000","null","null","null","null","null",86,"4"
"SL","2015-10-02","86.2","-2.0709","5.9942","Vince Velasquez",572008,592826,"null","ball",,,,,"14","null","R","R","R","ARI","HOU","B","null","null",0,2,2015,"0.32646666666666666667","0.14983333333333333333","1.0240","1.2220","null","431094.00","null",2,8,"Bot","null","null",,,545358,,"151002_220059",,,,,,,"2.9600","1.3100","null","null","null","86.3450","619","6.2970",416041,592826,545358,572138,503556,592274,542340,458675,545350,543807,"54.2021","0.000","0.000","null","null","null","null","null",86,"3"
"FF","2015-10-02","95.8","-1.9505","6.0358","Vince Velasquez",572008,592826,"null","foul",,,,,"7","null","R","R","R","ARI","HOU","S","null","null",0,1,2015,"-0.43338333333333333333","1.7451333333333333","-0.3740","1.8520","null","431094.00","null",2,8,"Bot","null","null",,,545358,,"151002_220027",,,,,,,"3.1500","1.4400","243","81.7","24.5860","96.3950","2291","6.6670",416041,592826,545358,572138,503556,592274,542340,458675,545350,543807,"53.8317","0.000","0.000","null","null","null","null",3,86,"2"
"FF","2015-10-02","95.2","-1.9021","6.0225","Vince Velasquez",572008,592826,"null","foul",,,,,"5","null","R","R","R","ARI","HOU","S","null","null",0,0,2015,"-0.55863333333333333333","1.5717000000000000","-0.1590","2.1610","null","431094.00","null",2,8,"Bot","null","null",,,545358,,"151002_215956",,,,,,,"3.1500","1.4400","null","null","null","95.7200","2302","6.6710",416041,592826,545358,572138,503556,592274,542340,458675,545350,543807,"53.8282","0.000","0.000","null","null","null","null","null",86,"1"
"FF","2015-10-02","95.7","-1.9959","5.9894","Vince Velasquez",592273,592826,"field_out","hit_into_play",,,,,"4","Brandon Drury grounds out, third baseman Matt Duffy to first baseman Jon Singleton.","R","R","R","ARI","HOU","X","5","ground_ball",0,0,2015,"-0.72980833333333333333","1.7007000000000000","-0.5770","2.3870","null","431094.00","null",1,8,"Bot","100.11","166.69",,,545358,,"151002_215911",,,,,,,"3.5800","1.5600","3","84.1","-50.2780","96.2470","2365","6.5670",416041,592826,545358,572138,503556,592274,542340,458675,545350,543807,"53.9317","0.072","0.067","0.00",1,0,0,2,85,"1"
"FF","2015-10-02","94.5","-1.8732","6.0194","Vince Velasquez",456078,592826,"field_out","hit_into_play_score",,,,,"5","Welington Castillo grounds out, third baseman Matt Duffy to first baseman Jon Singleton.   Jake Lamb scores.","R","R","R","ARI","HOU","X","5","ground_ball",3,1,2015,"-0.62960833333333333333","1.5745666666666667","-0.1820","2.1050","571875.00","431094.00","null",0,8,"Bot","98.08","165.16",,,545358,,"151002_215824",,,,,,,"3.4400","1.4800","77","84.8","4.1790","95.1670","2261","6.7710",416041,592826,545358,572138,503556,592274,542340,458675,545350,543807,"53.7276","0.387","0.363","0.00",1,0,0,2,84,"5"
"FF","2015-10-02","95.0","-1.8935","6.1004","Vince Velasquez",456078,592826,"null","ball",,,,,"11","null","R","R","R","ARI","HOU","B","null","null",2,1,2015,"-0.34849166666666666667","1.5330000000000000","-0.3680","3.9900","571875.00","431094.00","null",0,8,"Bot","null","null",,,545358,,"151002_215802",,,,,,,"3.5800","1.5900","null","null","null","95.5490","2269","6.6090",416041,592826,545358,572138,503556,592274,542340,458675,545350,543807,"53.8902","0.000","0.000","null","null","null","null","null",84,"4"
