"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"FF","2013-09-29","87.9","null","null","Jason Vargas",547982,450306,"sac_bunt","hit_into_play",,,,,"12","Leonys Martin out on a sacrifice bunt, third baseman Andrew Romine to second baseman Howie Kendrick.   Craig Gentry to 3rd.","R","L","L","TEX","LAA","X","5","ground_ball",2,0,2013,"0.84973333333333333333","2.2296000000000000","0.9010","2.4400","null","502226.00","null",0,7,"Bot","115.46","185.74",,,"null",,"null",,,,,,,"3.2900","1.5200","null","null","null","null","null","null",349159,"null","null","null","null","null","null","null","null","null","null","null","null","0.00",1,0,0,"null",54,"3"
"FT","2013-09-29","86.3","null","null","Jason Vargas",547982,450306,"null","ball",,,,,"11","null","R","L","L","TEX","LAA","B","null","null",1,0,2013,"1.5608750000000000","1.27643333333333333333","-0.2280","3.8460","null","502226.00","null",0,7,"Bot","null","null",,,"null",,"null",,,,,,,"2.8100","1.3200","null","null","null","null","null","null",349159,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",54,"2"
"FF","2013-09-29","86.3","null","null","Jason Vargas",547982,450306,"null","ball",,,,,"12","null","R","L","L","TEX","LAA","B","null","null",0,0,2013,"0.72587500000000000000","1.4914333333333333","0.2270","3.8630","null","null","502226.00",0,7,"Bot","null","null",,,"null",,"null",,,,,,,"3.1100","1.4800","null","null","null","null","null","null",349159,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",54,"1"
"FC","2013-09-29","87.2","null","null","Jason Vargas",502226,450306,"single","hit_into_play_no_out",,,,,"2","Craig Gentry singles on a line drive to left fielder Josh Hamilton, deflected by third baseman Andrew Romine.","R","R","L","TEX","LAA","X","5","line_drive",3,1,2013,"0.13859166666666666667","2.3041333333333333","0.0350","3.0590","null","null","null",0,7,"Bot","81.33","112.45",,,"null",,"null",,,,,,,"3.4400","1.5400","null","null","null","null","null","null",349159,"null","null","null","null","null","null","null","null","null","null","null","null","0.90",1,1,0,"null",53,"5"
"KC","2013-09-29","76.8","null","null","Jason Vargas",502226,450306,"null","ball",,,,,"7","null","R","R","L","TEX","LAA","B","null","null",2,1,2013,"-0.51966666666666666667","0.15126666666666666667","-0.5470","1.8060","null","null","null",0,7,"Bot","null","null",,,"null",,"null",,,,,,,"3.4700","1.5400","null","null","null","null","null","null",349159,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",53,"4"
"FF","2013-09-29","86.6","null","null","Jason Vargas",502226,450306,"null","ball",,,,,"11","null","R","R","L","TEX","LAA","B","null","null",1,1,2013,"0.58949166666666666667","2.1450333333333333","-1.6630","2.9260","null","null","null",0,7,"Bot","null","null",,,"null",,"null",,,,,,,"3.4400","1.5400","null","null","null","null","null","null",349159,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",53,"3"
"FF","2013-09-29","87.0","null","null","Jason Vargas",502226,450306,"null","foul",,,,,"3","null","R","R","L","TEX","LAA","S","null","null",1,0,2013,"0.38630833333333333333","2.3242000000000000","0.5240","3.0160","null","null","null",0,7,"Bot","null","null",,,"null",,"null",,,,,,,"3.4400","1.5400","null","null","null","null","null","null",349159,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",53,"2"
"FF","2013-09-29","85.9","null","null","Jason Vargas",502226,450306,"null","ball",,,,,"12","null","R","R","L","TEX","LAA","B","null","null",0,0,2013,"0.54217500000000000000","2.3270666666666667","1.5290","2.8930","null","null","null",0,7,"Bot","null","null",,,"null",,"null",,,,,,,"3.4300","1.5400","null","null","null","null","null","null",349159,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",53,"1"
"FF","2013-09-29","88.7","null","null","Jason Vargas",519048,450306,"field_out","hit_into_play",,,,,"4","Mitch Moreland flies out to left fielder Josh Hamilton.","R","L","L","TEX","LAA","X","7","fly_ball",2,2,2013,"0.60062500000000000000","1.7824000000000000","-0.8200","2.3480","150229.00","434567.00","null",2,6,"Bot","81.33","126.51",,,"null",,"null",,,,,,,"3.5400","1.6000","null","null","null","null","null","null",349159,"null","null","null","null","null","null","null","null","null","null","null","null","0.00",1,0,0,"null",48,"7"
"FF","2013-09-29","87.9","null","null","Jason Vargas",519048,450306,"null","foul",,,,,"12","null","R","L","L","TEX","LAA","S","null","null",2,2,2013,"0.84277500000000000000","1.4885666666666667","1.0360","3.1780","150229.00","434567.00","null",2,6,"Bot","null","null",,,"null",,"null",,,,,,,"3.5400","1.6000","null","null","null","null","null","null",349159,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",48,"6"
"KC","2013-09-29","76.8","null","null","Jason Vargas",519048,450306,"null","ball",,,,,"13","null","R","L","L","TEX","LAA","B","null","null",1,2,2013,"-0.16200833333333333333","-0.24146666666666666667","-1.2720","1.5890","150229.00","434567.00","null",2,6,"Bot","null","null",,,"null",,"null",,,,,,,"3.4400","1.6100","null","null","null","null","null","null",349159,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",48,"5"
"KC","2013-09-29","77.1","null","null","Jason Vargas",519048,450306,"null","blocked_ball",,,,,"13","null","R","L","L","TEX","LAA","B","null","null",0,2,2013,"-0.08268333333333333333","-0.54963333333333333333","-1.2380","-0.7690","150229.00","434567.00","null",2,6,"Bot","null","null",,,"null",,"null",,,,,,,"3.5400","1.6000","null","null","null","null","null","null",349159,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",48,"4"
"FT","2013-09-29","89.0","null","null","Jason Vargas",519048,450306,"null","foul",,,,,"3","null","R","L","L","TEX","LAA","S","null","null",0,2,2013,"1.2227000000000000","1.4957333333333333","0.6150","3.0180","150229.00","434567.00","null",2,6,"Bot","null","null",,,"null",,"null",,,,,,,"3.5400","1.6000","null","null","null","null","null","null",349159,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",48,"3"
"FT","2013-09-29","88.6","null","null","Jason Vargas",519048,450306,"null","swinging_strike",,,,,"12","null","R","L","L","TEX","LAA","S","null","null",0,1,2013,"1.0696166666666667","1.5788666666666667","1.0740","2.7020","150229.00","434567.00","null",2,6,"Bot","null","null",,,"null",,"null",,,,,,,"3.5400","1.6000","null","null","null","null","null","null",349159,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",48,"2"
