"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"FF","2011-09-26","95.5","null","null","Chad Beck",493596,444447,"field_out","hit_into_play",,,,,"7","Gordon Beckham pops out to second baseman Kelly Johnson.","R","R","R","CWS","TOR","X","4","popup",0,1,2011,"-0.86758333333333333333","1.4154666666666667","-0.3710","1.7020","null","null","null",2,8,"Bot","135.54","171.69",,,"null",,"null",,,,,,,"3.3400","1.5100","null","null","null","null","null","null",289293,"null","null","null","null","null","null","null","null","null","null","null","null","0.00",1,0,0,"null",68,"2"
"FF","2011-09-26","95.9","null","null","Chad Beck",493596,444447,"null","foul",,,,,"2","null","R","R","R","CWS","TOR","S","null","null",0,0,2011,"-0.49740000000000000000","1.4068666666666667","0.1290","3.0860","null","null","null",2,8,"Bot","null","null",,,"null",,"null",,,,,,,"3.3400","1.5100","null","null","null","null","null","null",289293,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",68,"1"
"FF","2011-09-26","96.7","null","null","Chad Beck",452095,444447,"strikeout","swinging_strike",,,,,"3","Tyler Flowers strikes out swinging.","R","R","R","CWS","TOR","S","null","null",2,2,2011,"-0.14252500000000000000","1.23200000000000000000","0.3780","3.1600","null","null","null",1,8,"Bot","null","null",,,"null",,"null",,,,,,,"3.5500","1.5400","null","null","null","null","null","null",289293,"null","null","null","null","null","null","null","null","null","null","null","null","0.00",1,0,0,"null",67,"5"
"FS","2011-09-26","88.7","null","null","Chad Beck",452095,444447,"null","ball",,,,,"13","null","R","R","R","CWS","TOR","B","null","null",1,2,2011,"-0.96221666666666666667","0.70166666666666666667","-0.3400","-0.3970","null","null","null",1,8,"Bot","null","null",,,"null",,"null",,,,,,,"3.4900","1.5300","null","null","null","null","null","null",289293,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",67,"4"
"FF","2011-09-26","94.3","null","null","Chad Beck",452095,444447,"null","foul",,,,,"3","null","R","R","R","CWS","TOR","S","null","null",1,1,2011,"-0.31787500000000000000","1.5000333333333333","0.4350","3.5050","null","null","null",1,8,"Bot","null","null",,,"null",,"null",,,,,,,"3.5500","1.5400","null","null","null","null","null","null",289293,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",67,"3"
"FF","2011-09-26","95.0","null","null","Chad Beck",452095,444447,"null","foul",,,,,"3","null","R","R","R","CWS","TOR","S","null","null",1,0,2011,"-0.12721666666666666667","1.3796333333333333","0.4090","3.0730","null","null","null",1,8,"Bot","null","null",,,"null",,"null",,,,,,,"3.5500","1.5400","null","null","null","null","null","null",289293,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",67,"2"
"SL","2011-09-26","87.2","null","null","Chad Beck",452095,444447,"null","ball",,,,,"11","null","R","R","R","CWS","TOR","B","null","null",0,0,2011,"0.28750000000000000000","0.45800000000000000000","-0.4690","4.0870","null","null","null",1,8,"Bot","null","null",,,"null",,"null",,,,,,,"3.4600","1.5300","null","null","null","null","null","null",289293,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",67,"1"
"FS","2011-09-26","87.1","null","null","Chad Beck",457477,444447,"field_out","hit_into_play",,,,,"13","Alejandro De Aza grounds out, second baseman Kelly Johnson to first baseman Adam Lind.","R","L","R","CWS","TOR","X","4","ground_ball",1,1,2011,"-0.91629166666666666667","0.34333333333333333333","-0.4690","1.3430","null","null","null",0,8,"Bot","139.56","160.64",,,"null",,"null",,,,,,,"3.2300","1.4900","null","null","null","null","null","null",289293,"null","null","null","null","null","null","null","null","null","null","null","null","0.00",1,0,0,"null",66,"3"
"FF","2011-09-26","95.0","null","null","Chad Beck",457477,444447,"null","ball",,,,,"11","null","R","L","R","CWS","TOR","B","null","null",0,1,2011,"-0.48487500000000000000","1.3753333333333333","-0.8240","3.4270","null","null","null",0,8,"Bot","null","null",,,"null",,"null",,,,,,,"3.2800","1.5800","null","null","null","null","null","null",289293,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",66,"2"
"FF","2011-09-26","95.8","null","null","Chad Beck",457477,444447,"null","called_strike",,,,,"13","null","R","L","R","CWS","TOR","S","null","null",0,0,2011,"-0.69501666666666666667","1.6304666666666667","-1.1000","1.8790","null","null","null",0,8,"Bot","null","null",,,"null",,"null",,,,,,,"3.1000","1.4900","null","null","null","null","null","null",289293,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",66,"1"
"SL","2011-09-21","87.5","null","null","Chad Beck",150484,444447,"strikeout","swinging_strike",,,,,"11","Vernon Wells strikes out swinging.","R","R","R","TOR","LAA","S","null","null",1,2,2011,"0.32507500000000000000","0.95250000000000000000","-0.9930","3.4170","null","null","430948.00",2,9,"Top","null","null",,,"null",,"null",,,,,,,"3.1200","1.4200","null","null","null","null","null","null",289211,"null","null","null","null","null","null","null","null","null","null","null","null","0.00",1,0,0,"null",72,"4"
"FF","2011-09-21","95.3","null","null","Chad Beck",150484,444447,"null","ball",,,,,"11","null","R","R","R","TOR","LAA","B","null","null",0,2,2011,"-1.2210666666666667","1.5373000000000000","-1.4160","4.0530","null","null","430948.00",2,9,"Top","null","null",,,"null",,"null",,,,,,,"3.2800","1.5000","null","null","null","null","null","null",289211,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",72,"3"
